review_id,Place_name,city,Username,rating,Komentar,relative_date,review_date,clean_text
2262,Perpustakaan Umum Kota Surabaya,Surabaya,aisha seraphine,4,"secara fasilitas dan ketersediaan buku sudah sangat bagus, namun satu yg perlu diperhatikan adalah pegawai perpustakaan yg menyalahgunakan identitas ktp saya untuk mencari informasi pribadi saya seperti akun instagram. semoga dibaca oleh pengelola perpustakaan agar pegawai dihimbau untuk tdk menyalahgunakan identitas di ktp",4 tahun lalu,2025-10-21,fasilitas sedia buku bagus perhati pegawai pustaka menyalahgunakan identitas ktp cari informasi pribadi akun instagram moga baca kelola pustaka pegawai dihimbau menyalahgunakan identitas ktp
2263,Perpustakaan Umum Kota Surabaya,Surabaya,Nabila Nasywa,5,"bersih dan nyaman banget!!
saya sering berkunjung kesana untuk belajar ataupun sekedar membaca buku.",setahun lalu,2025-10-21,bersih nyaman kunjung kesana ajar dar baca buku
2264,Perpustakaan Umum Kota Surabaya,Surabaya,Recha Ananda Yusria,4,"Perpustakaan tengah kota Surabaya, ramai pengunjung dan berisik 👍 …",6 tahun lalu,2025-10-21,pustaka kota surabaya ramai unjung berisik
2265,Perpustakaan Umum Kota Surabaya,Surabaya,Mecca Putra,1,Hari libur malah tutup ... Padahal anak2 lagi libur sekolah pingin ke perpus,8 bulan lalu,2025-10-21,libur tutup anak libur sekolah pus
2266,Perpustakaan Umum Kota Surabaya,Surabaya,temmy tedja,5,"Area nya bagus. Rapi, bersih. Namun krg ada tanda2. Seperti di area beralas vinyl tidak ada tulisan ""area lepas sepatu"" atau ""alas kaki harap dilepas"" karena mereka menegur pengunjung dengan wajah judes utk melepas alas kaki. Mereka bilang itu karpen.. padahal itu vynil. Namun disisi lain tidak disediakan rak utk alas kaki. Sehingga sepatu berceceran di luar area vynil. Alangkah lebih baiknya kalau disediakan rak sepatu/sandal di area vynil tersebut.",4 tahun lalu,2025-10-21,area bagus rapi bersih krg tanda area alas vinyl tulis area lepas sepatu alas kaki harap lepas tegur unjung wajah judes lepas alas kaki karpen vynil sisi sedia rak alas kaki sepatu cecer area vynil alangkah baik sedia rak sepatu sandal area vynil
2267,Perpustakaan Umum Kota Surabaya,Surabaya,Abiyyu Raihan Putra Wikanto,5,"Koleksi bukunya bagus, untuk masuk bisa tanpa kartu anggota. Tas harus dititipkan.",setahun lalu,2025-10-21,koleksi buku bagus masuk kartu anggota tas titip
2268,Perpustakaan Umum Kota Surabaya,Surabaya,Anyah Mardi,5,"Tempatnya keren,, nyaman bikin betah.bersih rapih.petugasnya ramah",3 tahun lalu,2025-10-21,tempat keren nyaman betah bersih rapi tugas ramah
2269,Perpustakaan Umum Kota Surabaya,Surabaya,Violeta Septiayua,5,Pelayanan sangat bagus dan sudah memenuhi protokol. Sebelum masuk juga sudah dicek suhu dan disuruh untuk mencuci tangan. Sudah memenuhi standart social distancing juga dengan membaca diluar dan diberi tempat duduk yang jaraknya berjauhan,4 tahun lalu,2025-10-21,layan bagus penuh protokol masuk cek suhu suruh cuci tangan penuh standar social distancing baca luar duduk jarak jauh
2270,Perpustakaan Umum Kota Surabaya,Surabaya,Axel Christian Kurniawan,5,"Menurut saya, tempat ini sangat asik bagi anda kaum akademisi yang sedang mengerjakan tugas dan membutuhkan referensi buku, karena tempat ini menyediakan banyak sekali buku dari berbagi jenis ilmu. Tak hanya itu, pelayanan yang diberikan pun sangat baik dan sistematis, petugas yang menjaga sangat membantu dalam memberikan arahan dalam memilih, registrasi, dan peminjaman buku.",4 tahun lalu,2025-10-21,asyik kaum akademisi tugas butuh referensi buku sedia buku bagi jenis ilmu layan sistematis tugas jaga bantu arah pilih registrasi pinjam buku
2271,Perpustakaan Umum Kota Surabaya,Surabaya,Novia R,5,Nyaman untuk membaca buku dan belajar.,3 tahun lalu,2025-10-21,nyaman baca buku ajar
2272,Perpustakaan Umum Kota Surabaya,Surabaya,Fatma Fatma,1,"Perpustakaan berisik menganggu pembaca, gaada sign untuk “keep silent” banyak anak anak yang jerit jerit nangis dsb karna satu ruangan dengan anak kecil.",2 tahun lalu,2025-10-21,pustaka berisik menganggu baca tidak ada sign simpan diam anak anak jerit jerit nang dsb ruang anak
2273,Perpustakaan Umum Kota Surabaya,Surabaya,Aziza Zee,5,"Perpustakannya lengkap
Mantep",2 tahun lalu,2025-10-21,pusta lengkap mantap
2274,Perpustakaan Umum Kota Surabaya,Surabaya,Tsuroyyah Masruroh,4,"Bagus tempatnya, tertata apik dan ga ngebosenin, bikin kerasan di dalamnya, tapi sayang, cmn boleh pinjam dibawa pulang 1 buku ajah, itupun dg syarat harus punya ktp surabaya",6 tahun lalu,2025-10-21,bagus tempat tata apik ngebosenin kerasan dalam sayang pinjam bawa pulang buku ajah itu syarat ktp surabaya
2275,Perpustakaan Umum Kota Surabaya,Surabaya,Hanum A. Azkawati,5,"Pernah ke sini, nyaman, adem, dan buku-bukunya cukup bagus-bagus. Bersih juga tempatnya. :)",setahun lalu,2025-10-21,nyaman adem buku buku bagus bagus bersih tempat
2276,Perpustakaan Umum Kota Surabaya,Surabaya,ummu hanik,5,"Tempat yang bersih,  nyaman,  free wi fi, buat diskusi juga enak.  Ada perpus untuk anak-anak.  Program story telling nya bagus.  Ada fasilitas komputer,  judul bukunya banyak.",7 tahun lalu,2025-10-21,bersih nyaman gratis diskusi enak pus anak anak program cerita telling bagus fasilitas komputer judul buku
2277,Perpustakaan Umum Kota Surabaya,Surabaya,Syayib Nanda Putra Pratama,5,"Tempat yang bagus untuk menambah wawasan dan ilmu bagi warga surabaya, baik tua maupun muda sangat cocok untuk menambah pengetahuan disini. Lokasi nya strategis di tengah kota, lebih tepatny di dalam komplek balai pemuda di belakang rumah bahasa. Semoga kedepannya lebih diperbanyak koleksi bukunya dan lebih di per luas, karena jujur terkadang ketika ramai sampai tidak mendapat tempat duduk.",7 tahun lalu,2025-10-21,bagus tambah wawas ilmu warga surabaya tua muda cocok tambah tahu lokasi strategis kota tepatny komplek balai pemuda rumah bahasa moga depan banyak koleksi buku luas jujur terkadang ramai duduk
2278,Perpustakaan Umum Kota Surabaya,Surabaya,rizki setiana fitri,5,"tempat nongkrong dengan buku yg paling nyaman, ada wifi (kadang macet), cilokan dan komputer. depan perpustakaan ada masjidnya. cocok untuk ngerjain skripsi yg penting dapet tempat yg tepat",7 tahun lalu,2025-10-21,kumpul buku nyaman wifi kadang macet cilok komputer pustaka masjid cocok ngerjain skripsi
2279,Perpustakaan Umum Kota Surabaya,Surabaya,Rizky Emilya,3,"1. Tempatnya nyaman hanya saja kurang tenang
2. Mungkin karna lg pandemi jd ac nya dimatikan. Jd nya panas hanya ada kipas di beberapa pojokan
3. Koleksi buku jumlahnya sedang",4 tahun lalu,2025-10-21,tempat nyaman tenang pandemi mati panas kipas pojok koleksi buku
2280,Perpustakaan Umum Kota Surabaya,Surabaya,Mohammad Reza,1,"koleksi buku tolong diperbanyak lagi, tolong utk ktp luar sby diberi hak yg sama utk meminjam buku.
utk tempatnya sudah tidak diragukan lagi keindahan arsitekturnya dan tingkat kenyamanannya.",3 tahun lalu,2025-10-21,koleksi buku tolong banyak tolong ktp surabaya hak pinjam buku tempat ragu indah arsitektur tingkat nyaman
2281,Perpustakaan Umum Kota Surabaya,Surabaya,Mayra Prihazt,5,Tempatnya nyaman dan bnyk koleksi bukunya.gratis juga untuk KTP Surabaya....sukses slalu perpusbalpem ❤️🫰 …,setahun lalu,2025-10-21,tempat nyaman koleksi buku gratis ktp surabaya sukses perpusbalpem
2282,Perpustakaan Umum Kota Surabaya,Surabaya,Muntamah Erawan,1,"Perpustakaan ini katanya akan buka tanggal 11 July 2021.
Saat ini 3 July 2021 tutup.
Saya tidak percaya, karena tutupnya perpustakaan ini pas seperti pemberlakuan ppkm di Surabaya pasti bukanya tgl 20 July 2021. Saya sudah 2x kesana tutup terus.",4 tahun lalu,2025-10-21,pustaka buka tanggal july july tutup percaya tutup pustaka laku ppkm surabaya buka tanggal july kesana tutup
2283,Perpustakaan Umum Kota Surabaya,Surabaya,Astrid Putri,5,Sukakkk banget sayang waktunya mepet dari siang sampe sore doang. Tempat nya nyaman bukunya banyakkk.puass pokoknamah,2 tahun lalu,2025-10-21,sukakkk sayang mepet siang sore nyaman buku banyakkk puass pokoknamah
2284,Perpustakaan Umum Kota Surabaya,Surabaya,Barizah L. Widyana,5,Agak ramai tapi masih oke utk kerjain tugas atau baca2... Lokernya ada yg jaga tapi kadang tetep agak khawatir krn tanpa kunci si ..,3 tahun lalu,2025-10-21,ramai oke kerjain tugas baca lokernya jaga kadang khawatir kunci
2285,Perpustakaan Umum Kota Surabaya,Surabaya,Munasyaroh Fadhilah,5,"Pergi ke tempat ini sudah seperti rekreasi, tempatnya asyik dan menyenangkan. Walaupun sudah berjam-jam namun tidak ada rasa bosan. Ada banyak buku bacaan yang bisa dinikmati. Ada sarana game Edukatif buat anak - anak.",6 tahun lalu,2025-10-21,pergi rekreasi tempat asyik senang jam jam bosan buku baca nikmat sarana game edukatif anak anak
2286,Perpustakaan Umum Kota Surabaya,Surabaya,Boa Ventura,4,"beberapa buku yg saya cari ada disini.nyaman,free wifi,beberapa komunitas seni banyak berkumpul disini, agak susah mencari makanan disekitar sini karena tidak adax kantin.jd klo lagi lapar harus keluar dlu.secara keseluruhan tempat ini bisa di blg lumayan lah",7 tahun lalu,2025-10-21,buku cari nyaman gratis wifi komunitas seni kumpul susah cari makan sekitar adax kantin lapar blg lumayan
2287,Perpustakaan Umum Kota Surabaya,Surabaya,sunset boulevard,3,"meskipun tempatnya nyaman dan koneksi lancar tapi tempatnya berisik sekali , orang2 harusnya lebih paham dengan situasi perpus . banyak anak2 lari2 dan teriak sehingga mengganggu konsentrasi",7 tahun lalu,2025-10-21,tempat nyaman koneksi lancar tempat berisik orang paham situasi pus anak lari teriak ganggu konsentrasi
2288,Perpustakaan Umum Kota Surabaya,Surabaya,Ahmad Syafii,5,Penambah literasi. Satu kompleks dengan Alun-alun surabaya,2 tahun lalu,2025-10-21,tambah literasi kompleks alun alun surabaya
2289,Perpustakaan Umum Kota Surabaya,Surabaya,hera nina,5,"Tempat nya nyaman, AC nya dingin, tenang... Srg ajak anak ksana , pinjam buku gratis. Mantap 👍 …",2 tahun lalu,2025-10-21,nyaman dingin tenang srg ajak anak ksana pinjam buku gratis mantap
2290,Perpustakaan Umum Kota Surabaya,Surabaya,Firda Yuniar,5,"tgl 9 november saya kesana waktu corona.. masih buka tetapi tidak bisa baca didalam, didalam hanya mengambil buku dan bacanya diluar, diberi kursi sama meja untuk baca",4 tahun lalu,2025-10-21,tanggal november kesana corona buka baca dalam dalam ambil buku baca luar kursi meja baca
2291,Perpustakaan Umum Kota Surabaya,Surabaya,mrs. L&L dorothea fan of Taylor Swift,4,"perpustakaan yang lengkap dengan suasana bernilai budaya kota Surabaya, budaya negara, Indonesia.

adapun keanggotaan Perpustakaan. yang memfasilitasi rakyat dan dekat dengan misi literasi..

maju terus Perpustakaan. 🙏📒✏️

tapi.. sayangnya

saya dipanggil mbak atau kakak terus sama yang muda2 disini..

mau kapan saya tuanya? Bisa minta saya dipanggil Ibu..? mestnya tahu urutan usia walau saya umurnya nanggung.. tapi yang muda manggil saya Mbak atau kakak masih seperti sama temannya sendiri seumuran..

mohon ya saya dipanggilnya Ibu atau bu

bukan mbak lagi. update dong.. yang muda-muda.

peace. terima kasih kalau memperhatikan",Diedit 2 tahun lalu,2025-10-21,pustaka lengkap suasana nila budaya kota surabaya budaya negara indonesia anggota pustaka fasilitas rakyat misi literasi maju pustaka sayang panggil kakak kakak muda tua panggil mestnya urut usia umur nanggung muda manggil kakak kakak teman umur mohon panggil kakak update muda muda peace terima kasih perhati
2292,Perpustakaan Umum Kota Surabaya,Surabaya,Nasya Putri Risdyantari,4,"Bersih dan nyaman tempatnya. Namun untuk fasilitas colokan harap diperbaiki lagi, karena banyak colokan yang tidak dapat dipakai oleh para pengunjung",2 tahun lalu,2025-10-21,bersih nyaman tempat fasilitas colok harap baik colok pakai unjung
2293,Perpustakaan Umum Kota Surabaya,Surabaya,Oktaviani RW,5,"Kapan² aku fotokan full perpusnya. Udah 3tahun lebih ga sambang nih perpus, dan MasyaAllah, sekarang kayak lebih bagus aja hehee.. pelayanannya juga tidak mengecewakan",2 tahun lalu,2025-10-21,foto penuh pus sambang pus masyaallah bagus hehee layan kecewa
2294,Perpustakaan Umum Kota Surabaya,Surabaya,Tria Alifia,5,"Sangat nyaman untuk membangkitkan rasa senang membaca. Bukunya bagus-bagus, sayangnya pengunjungnya sedikit. Petugas admin kurang ramah dalam melayani",7 tahun lalu,2025-10-21,nyaman bangkit senang baca buku bagus bagus sayang unjung tugas admin ramah layan
2295,Perpustakaan Umum Kota Surabaya,Surabaya,Dewi Novita Rachmayani,5,"Tempat nyaman
Banyak spot buat nugas
Tersedia wifi dan colokan dimana mana
Dingin banget kalo berlama lama",2 tahun lalu,2025-10-21,nyaman titik nugas sedia wifi colok mana dingin lama
2296,Perpustakaan Umum Kota Surabaya,Surabaya,Surya Adi,1,"Ti ati parkir disini, petugas parkirnya lalai banget, banyak area yang ga kecover cctv, helm gue ilang diparkiran petugas ga tanggung jawab, helm dibawa masuk gaboleh disuruh ninggal di parkiran, jangankan helm, motor aja pernah ilang",4 tahun lalu,2025-10-21,ati parkir tugas parkir lalai area kecover cctv helm hilang parkir tugas tanggung helm bawa masuk gaboleh suruh ninggal parkir helm motor hilang
2297,Perpustakaan Umum Kota Surabaya,Surabaya,selfi amalia,4,"bagussss cm bukunya emg agak jadul2 ya, tp banyak pilihannya & uda di grouping.. jadi rapii & dingin hihi",2 tahun lalu,2025-10-21,bagussss buku jadul pilih grouping rapi dingin
2298,Perpustakaan Umum Kota Surabaya,Surabaya,J,4,nice place to work on laptop . waktu pinjam buku hany satu minggu,8 tahun lalu,2025-10-21,place work nyala laptop pinjam buku hany minggu
2299,Perpustakaan Umum Kota Surabaya,Surabaya,Frencis Siek,2,Ac gak dinyalain trus kipas cm 1 itupun d dominasi sendiri panas kyak oven gmn org suka baca buku kalau perpusnya kyak gni ..,4 tahun lalu,2025-10-21,dinyalain kipas itu dominasi panas kyak oven orang suka baca buku pus kyak gni
2300,Perpustakaan Umum Kota Surabaya,Surabaya,Diva Emilya,5,"Baguss.. nyaman... Walau koleksi bukunya ndak terlalu lengkap, tapi sudah banyak yang menarik",2 tahun lalu,2025-10-21,baguss nyaman koleksi buku ndak lengkap tarik
2301,Perpustakaan Umum Kota Surabaya,Surabaya,Jjava Nneca,3,"Ada kebijakan terkait pandemi AC dimatikan, akan tetapi tidak disediakan kipas angin, jadi mandi keringat didalam.",3 tahun lalu,2025-10-21,bijak kait pandemi mati sedia kipas angin mandi keringat dalam
2302,Perpustakaan Umum Kota Surabaya,Surabaya,Zulvia N,5,"Sering kesini buat pinjam buku dan baca disana, tempatnya nyaman sekali, hanya saja bukunya kurang lengkap atau mungkin memang saya yang gak teliti nyarinya.",Diedit 2 tahun lalu,2025-10-21,kesini pinjam buku baca sana tempat nyaman buku lengkap teliti nyarinya
2303,Perpustakaan Umum Kota Surabaya,Surabaya,Fadhli Faqih,5,"Pelayanannya sangat ramah ,full ac and wifi ,tapi saya kurang nyaman dengan tempat rak novel2nya karna tidak diatur berdasarkan genre ,but overall nice",6 tahun lalu,2025-10-21,layan ramah penuh wifi nyaman rak novel atur dasar genre but overall
2304,Perpustakaan Umum Kota Surabaya,Surabaya,Wizam Robbani,5,"Pelayanan baik, ruangan dingin full AC. Koleksi bukunya juga lumayan berbobot.",2 tahun lalu,2025-10-21,layan ruang dingin penuh koleksi buku lumayan bobot
2305,Perpustakaan Umum Kota Surabaya,Surabaya,Nafila Hanum Al Hasaniy,3,"Perbesar lagi dong, sering full, apalagi klo weekend:(",11 bulan lalu,2025-10-21,besar penuh akhir pekan
2306,Perpustakaan Umum Kota Surabaya,Surabaya,fahmy surya,5,Koleksi Buku Sangat Lengkap Tertata Rapi dan bisa dijangkau Segala Usia,setahun lalu,2025-10-21,koleksi buku lengkap tata rapi jangkau usia
2307,Perpustakaan Umum Kota Surabaya,Surabaya,Moh Syamsudin,5,"Fasilitas perpustakaan di kota surabaya sangat nyaman. Tempat bersih, koleksi buku banyak, dan terdapat sambungan wifi gratis",7 tahun lalu,2025-10-21,fasilitas pustaka kota surabaya nyaman bersih koleksi buku sambung wifi gratis
2308,Perpustakaan Umum Kota Surabaya,Surabaya,Yas Nov (Yaz),4,"Udah oke, tapi kalau bisa ditambah lagi koleksi buku-buku dan mohon ditertibkan yang teriak-teriak di perpustakaan, sedikit mengganggu",5 tahun lalu,2025-10-21,oke tambah koleksi buku buku mohon tertib teriak teriak pustaka ganggu
2309,Perpustakaan Umum Kota Surabaya,Surabaya,Gilang Pajar Pratama,5,"Pelayanan ramah, cuma karena pandemi pengunjung hanya diperbolehkan membaca buku diluar ruangan dengan tempat baca yang disediakan",4 tahun lalu,2025-10-21,layan ramah pandemi unjung boleh baca buku luar ruang baca sedia
2310,Perpustakaan Umum Kota Surabaya,Surabaya,Hanna Sari,4,"Colokkannya banyak yg ga bs dipakai. Tp so far, bagus. Referensi buku banyak sih",2 tahun lalu,2025-10-21,colok pakai far bagus referensi buku
2311,Perpustakaan Umum Kota Surabaya,Surabaya,Sidiq Xrc,3,"Lumayan, ya internet disana tidak bisa diandalkan, bukunya lumayan bagus, Ruangannya rapi, dingin dan Tambahin lagi dong bukunya khususnya komputer.",8 tahun lalu,2025-10-21,lumayan internet sana andal buku lumayan bagus ruang rapi dingin tambahin buku komputer
2312,Perpustakaan Umum Kota Surabaya,Surabaya,Jeniffer,2,Tempat parkiran/mas-mas parkiran kurang sopan karena foto STNK yang dimana hal itu privasi.,setahun lalu,2025-10-21,parkir kakak kakak parkir sopan foto stnk mana privasi
2313,Perpustakaan Umum Kota Surabaya,Surabaya,AF Print,5,"Tempatnya nyaman dengan fasilitas full AC,  sofa, jaringan internet dan WIFI gratis serta koleksi buku yang lumayan lengkap",7 tahun lalu,2025-10-21,tempat nyaman fasilitas penuh sofa jaring internet wifi gratis koleksi buku lumayan lengkap
2314,Perpustakaan Umum Kota Surabaya,Surabaya,Putri zahira Valeriyah,5,tempatnya tenang,4 bulan lalu,2025-10-21,tempat tenang
2315,Perpustakaan Umum Kota Surabaya,Surabaya,arif rahman,5,"cukup lengkap, bersih, bersabahat. pelayanan juga cukup baik dan memuaskan, utk katalog buku tersusun cukup baik sehingga buku yang dicari mudah ditemukan.",7 tahun lalu,2025-10-21,lengkap bersih bersabahat layan muas katalog buku susun buku cari mudah temu
2316,Perpustakaan Umum Kota Surabaya,Surabaya,Narina Santika,2,"Tempat sangat panas. AC dimatikan selama pademi, setidaknya kasih kipas disetiap area. Tempat2 umum lainnya pun sudah mulai nyalakan AC",3 tahun lalu,2025-10-21,panas mati pademi kasih kipas tiap area nyala
2317,Perpustakaan Umum Kota Surabaya,Surabaya,FitriAmbar,5,"Sangat nyaman untuk membaca. Ruang untuk anak juga ada. Semoga ke depan, koleksi bukunya di tambah agar semakin lengkap.",6 tahun lalu,2025-10-21,nyaman baca ruang anak moga koleksi buku lengkap
2318,Perpustakaan Umum Kota Surabaya,Surabaya,iffan dhafa,5,"Salah satu tempat berkumpulnya mahasiswa dan pelajar di kota Surabaya. Disini terdapat banyak buku mulai dari sd,smp,sma dan kuliah. Disini juga boleh meminjam buku dengan gratis bagi warga kota Surabaya",8 tahun lalu,2025-10-21,salah kumpul mahasiswa ajar kota surabaya buku smp sma kuliah pinjam buku gratis warga kota surabaya
2319,Perpustakaan Umum Kota Surabaya,Surabaya,Multazam Ahmad,5,"Tempatnya nyaman , adem, koleksi nya lengkap, dari bacaan  anak anak sampe dewasa, dari bacaan.ringan sampe berat, dari cerpen, sampai ilmu pengetahuan",3 tahun lalu,2025-10-21,tempat nyaman adem koleksi lengkap baca anak anak dewasa baca ringan berat cerpen ilmu tahu
2320,Perpustakaan Umum Kota Surabaya,Surabaya,Tantri,5,"Perpustakaan yang terletak di pusat kota Surabaya. Balai Pemuda Surabaya. Buku2 terbaru dan banyak macamnya. Tempat nyaman dan bersih , serta ada fasilitas wifi.",7 tahun lalu,2025-10-21,pustaka letak pusat kota surabaya balai pemuda surabaya buku baru macam nyaman bersih fasilitas wifi
2321,Perpustakaan Umum Kota Surabaya,Surabaya,Alfiyani Safiratul Faiza,3,"Tempatnya nyaman tapi so sad, ada banyak stop kontak tapi banyak juga yang tidak berfungsi :')",2 tahun lalu,2025-10-21,tempat nyaman sedih henti kontak fungsi
2322,Perpustakaan Umum Kota Surabaya,Surabaya,Nanik Koestiyo,5,"Perpus Balai Pemuda adalah Sebuah Perpustakaan yang bersih nyaman Indah sejuk dan wangi
Pelayanannya baik ramah ramah dan menyenangkan ayo baca baca di perpus Balai Pemuda sambil menambah pengetahuan",5 tahun lalu,2025-10-21,pus balai pemuda pustaka bersih nyaman indah sejuk wangi layan ramah ramah senang ayo baca baca pus balai pemuda tambah tahu
2323,Perpustakaan Umum Kota Surabaya,Surabaya,Ahmad Sulvi Fafiru,5,"Disini suasananya nyaman, dekat dengan masjid, dan banyak buku dari berbagai bidang ilmu pengetahuan.",Diedit 3 tahun lalu,2025-10-21,suasana nyaman masjid buku bidang ilmu tahu
2324,Perpustakaan Umum Kota Surabaya,Surabaya,Bahtiardo (チイアル),2,"Yang jaga ribut banget, dan buku-bukunya sudah banyak yang tercoret coret. Padahal ini perpustakaan umum, jadi mohon diperbaiki kembali",8 tahun lalu,2025-10-21,jaga ribut buku buku coret coret pustaka mohon baik
2325,Perpustakaan Umum Kota Surabaya,Surabaya,Nisa Agassi,4,"Bagus..
Lokasinya n ruangannya enak sayang buku yang tersedia masih terbatas
Tapi termasuk sudah sangat bagus..",7 tahun lalu,2025-10-21,bagus lokasi ruang enak sayang buku sedia batas bagus
2326,Perpustakaan Umum Kota Surabaya,Surabaya,Boris,5,"Rapi, Bersih, Pelayanan Ramah pakai banget.
Buku lumayan lengkap di semua bidang.

Mampir yukkkk. . .",4 tahun lalu,2025-10-21,rapi bersih layan ramah pakai buku lumayan lengkap bidang mampir yukkkk
2327,Perpustakaan Umum Kota Surabaya,Surabaya,Aniendya Christianna,5,"Saya suka nembaca, tentu saja betah lama-lama di Perpustakaan. Disini juga. Cuman sayangnya AC nya duingggiiiiinnn banget.. sampe ngilu.. baca buku sambil mlungker..",7 tahun lalu,2025-10-21,suka nembaca betah pustaka sayang duingggiiiiinnn ngilu baca buku mlungker
2328,Perpustakaan Umum Kota Surabaya,Surabaya,P Harsoyo,5,"Tempatnya Nyaman, Bersih, Harum, Bagus. Adem, Family friendly,",6 tahun lalu,2025-10-21,tempat nyaman bersih harum bagus adem family friendly
2329,Perpustakaan Umum Kota Surabaya,Surabaya,Afifah Shafa,5,Bagus. Kondusif. Susunan meja dan tempat baca mengikuti protokol Covid-19. Saran: bukunya diperbanyak lagi :),4 tahun lalu,2025-10-21,bagus kondusif susun meja baca ikut protokol covid saran buku banyak
2330,Perpustakaan Umum Kota Surabaya,Surabaya,Kirana Putri Adisti,3,"akhir2 ini tempatnya kurang nyaman kalo buat nugas, acnya gak nyala lalu banyak yang berisik tidak setenang dulu🙂 …",4 tahun lalu,2025-10-21,tempat nyaman nugas acnya nyala berisik tenang
2331,Perpustakaan Umum Kota Surabaya,Surabaya,dannet,3,"menjelang lebaran (hari ini, 20 april 2023) ternyata tidak buka. info google maps tidak akurat/kurang update 🙏 semoga tidak ada lagi yg mislead …",2 tahun lalu,2025-10-21,jelang lebaran april buka info google maps akurat update moga mislead
2332,Perpustakaan Umum Kota Surabaya,Surabaya,Alifah Rossy,4,Perpustakaan kota metropolitan yg lengkap... suasana nya nyaman banyak kursi... serta interiornya yg bikin betah...,6 tahun lalu,2025-10-21,pustaka kota metropolitan lengkap suasana nyaman kursi interior betah
2333,Perpustakaan Umum Kota Surabaya,Surabaya,Afiyani ZM,4,"Tempatnya nyaman. Ada AC nya dan tempat duduk yang macam2 mulai dari sofa, kursi, lesehan",Diedit 4 tahun lalu,2025-10-21,tempat nyaman duduk sofa kursi leseh
2334,Perpustakaan Umum Kota Surabaya,Surabaya,tety Ayuntina,5,"Tempat sangat nyaman, koleksi buku cukup lengkap dan sudah dikelompokkan, petugasnya ramah ramah",6 tahun lalu,2025-10-21,nyaman koleksi buku lengkap kelompok tugas ramah ramah
2335,Perpustakaan Umum Kota Surabaya,Surabaya,yudha Jack,5,"Tempat ini cocoknya buat anak tk, sd, smp sampe sma, mahasiswa pikir pikir dulu deh, oke lah kalo cuman ke tempat korea korea gitu :')",8 tahun lalu,2025-10-21,cocok anak smp sma mahasiswa pikir pikir oke korea korea
2336,Perpustakaan Umum Kota Surabaya,Surabaya,Fauzia Ulfa,1,Buku2 nya tidak cocok untuk mahasiswa...kurang memfasilitasi...penjaganya juga galak...tidak menghargai pengunjung....ngomong nya agak membentak,8 tahun lalu,2025-10-21,buku cocok mahasiswa fasilitas jaga galak harga unjung ngomong bentak
2337,Perpustakaan Umum Kota Surabaya,Surabaya,Iftita Chunni'mah,5,"Nyaman, tenang, cocok buat baca buku dan belajar. Buku-bukunya juga lengkap. Bisa dikunjungi oleh siapa saja",8 tahun lalu,2025-10-21,nyaman tenang cocok baca buku ajar buku buku lengkap kunjung
2338,Perpustakaan Umum Kota Surabaya,Surabaya,Refera Fisabillah,2,"kecewa aja, harusnya ini tempat buat belajar, malah berisik, tempat curhat lah, tempat pacaran lah
penataan buku juga berantakan, nyari kamus Indonesia aja gak nemu",8 tahun lalu,2025-10-21,kecewa ajar berisik curhat pacar tata buku beranta nyari kamus indonesia nemu
2339,Perpustakaan Umum Kota Surabaya,Surabaya,Dwi Kartika Puspa,5,"Tempatnya nyaman, petugasnya ramah, koleksi bukunya cukup lengkap.",3 tahun lalu,2025-10-21,tempat nyaman tugas ramah koleksi buku lengkap
2340,Perpustakaan Umum Kota Surabaya,Surabaya,iqbal rizky,5,"Sangay nyaman untuk membaca, dan belajar kelompok. Dan banyak koleksi buku yg bisa di baca",6 tahun lalu,2025-10-21,sangay nyaman baca ajar kelompok koleksi buku baca
2341,Perpustakaan Umum Kota Surabaya,Surabaya,Mohammad Khanafi,1,"penjaganya berisik, wifinya ga ada koneksi, panas,  tempat duduknya bikin sakit punggung,",5 tahun lalu,2025-10-21,jaga berisik wifinya koneksi panas duduk sakit punggung
2342,Perpustakaan Umum Kota Surabaya,Surabaya,Giri Maruto,5,"Tempat nya bersih,nyaman,dan lengkap buku nya,top deh pokoknya.",3 tahun lalu,2025-10-21,bersih nyaman lengkap buku top pokok
2343,Perpustakaan Umum Kota Surabaya,Surabaya,Eunike Krist,5,"Sangat nyaman, full AC dan hening.
Suasana kondusif untuk belajar dan membaca.",3 tahun lalu,2025-10-21,nyaman penuh hening suasana kondusif ajar baca
2344,Perpustakaan Umum Kota Surabaya,Surabaya,Fitri,3,"Segala fasilitas sudah memberikan kenyamanan, namun satu petugas yg kurang memberikan pelayanan ramah. Mohon lebih ramah lagi dalam melayani masyarakat. 😊 …",8 tahun lalu,2025-10-21,fasilitas nyaman tugas layan ramah mohon ramah layan masyarakat
2345,Perpustakaan Umum Kota Surabaya,Surabaya,Moch Solihin,4,"Cara masuk ke perpustakaan sby itu bayar brp ya dan syaratnya apa saja ya, saya suka baca soalnya tapi mau masuk kesana bingung gx tau caranya, tolong yg tau bantu jawab ya makasih",5 tahun lalu,2025-10-21,masuk pustaka surabaya bayar brp syarat suka baca masuk kesana bingung tau tolong tau bantu terimakasih
2346,Perpustakaan Umum Kota Surabaya,Surabaya,Maroah Sholeh,4,"Bagus tempatnya, nyaman, tapi referensinya belum terlalu banyak untuk buku tentang pengetahuan umum",7 tahun lalu,2025-10-21,bagus tempat nyaman referensi buku tahu
